Id,PostTypeId,ParentId,Body,AnswerCount
"39218842","1","","<p>I was looking through a pygame tutorial and encountered the following part of a script: </p>

<pre><code>fontObj = pygame.font.Font('freesansbold.ttf', 32)
textSurfaceObj = fontObj.render('hellow world', True, Green, Blue)
textRectObj = textSurfaceObj.get_rect()
textRectObj.center = (200,150)
</code></pre>

<p>The last line set the center of the rect at (200.150)
I looked through the pygame documentation and there is no center attribute in the Rect class.
But the script works... why ?</p>
","1"
"39218958","1","","<p>I'm trying to code a dictionary based logging configuration and have been stumped by a ValueError that occurs when I run the program. I've stripped it down to the essentials and the problem remains. I've read the 3.5 docs, logging HOWTO, Logging Cookbook, etc. but unfortunately, the solution has not presented itself. Any help would be appreciated.</p>

<p>Also, I'm only 3 weeks into python so I may just be out of my depth at this point. Here's the code...</p>

<pre><code>import logging.config

log_config = {
    'version': 1,
    'disable_existing_loggers': False,
    'formatters':{
        'verbose_formatter':{
            'format':'%(levelname)s: %(name)s: %(asctime)s.%(msecs).03d : '\
            '%(message)s: %(process)s: %(processName)s',
            'datefmt':'%Y-%m-%d %H:%M:%S'
        },
        'precise_formatter':{
            'format':'%(levelname)s: %(name)s: %(asctime)s.%(msecs).03d : '\
            '%(message)s',
            'datefmt':'%Y-%m-%d %H:%M:%S'
        },
        'brief_formatter':{
            'format':'%(levelname)s: %(message)s'
        }
    },
    'handlers':{
        'con_handler':{
            'class':'logging.StreamHandler',
            'level':'DEBUG',
            'formatter':'precise_formatter',
            'stream':'ext://sys.stdout'
        },
        'file_handler':{
            'class':'logging.handlers.RotatingFileHandler',
            'filename':'logger.log',
            'maxBytes':1048576,
            'backupCount':4,
            'level':'DEBUG',
            'formatter':'precise_formatter',
            'encoding':'utf8'
        }
    },
    'loggers':{
        'level':'DEBUG',
        'handlers':['con_handler', 'file_handler']
    }
}

logging.config.dictConfig(log_config)
logger = logging.getLogger(__name__)
logger.critical('This should always be seen!')
</code></pre>

<p>When run, I receive the follow:</p>

<pre><code>ValueError was unhandled by user code
Message: Unable to configure logger 'handlers': 'ConvertingList' object has no attribute 'get'
</code></pre>

<p>or sometimes this...</p>

<pre><code>ValueError was unhandled by user code
Message: Unable to configure logger 'level': 'str' object has no attribute 'get'
</code></pre>

<p>I suspect that the different errors may have to do with the sometimes changing order of the dictionary?</p>
","1"
"39218862","1","","<p>Here the code.</p>

<pre><code>a = False
if a == True or True:
   print ""Hell yeah,I'm genius""
else:
   print ""shit,I am a fool""
</code></pre>

<p>Output is '<code>Hell yeah,I'm genius</code>'</p>
","2"
"39218863","1","","<pre><code>from tkinter import *
from tkinter import ttk

class MainGame(Frame):
    def __init__(self, parent):
        Frame.__init__(self, parent)   
        self.parent = parent        
        self.initUI()

    def tab_change(self, event):
        tab_id = self.page.index('current')
        print(tab_id, self.page.tab(tab_id, 'text'))

    def initUI(self):
        global canvas
        self.parent.title('PythonPage')
        self.pack(fill = BOTH, expand = 1)
        self.page = ttk.Notebook(self, width = 646 ,height = 629)
        self.page1 = Frame(self)
        self.page2 = Frame(self)
        self.page.add(self.page1, text = 'Tab1')
        self.page.add(self.page2, text = 'Tab2')
        self.page.bind('&lt;ButtonPress-1&gt;', self.tab_change)
        self.page.pack(expand = 0, anchor = 'w', side = 'top')

root = Tk()
root.geometry('925x650')
main = MainGame(root)
root.mainloop()
</code></pre>

<p><code>tab_change</code> can show their id and names, but not correctly.</p>

<p>When <code>Tab1</code> is clicked, I clicked <code>Tab2</code> but it still print <code>0 Tab1</code>, it needs one more click to print <code>1 Tab2</code> .</p>

<p><code>Tab2</code> click to <code>Tab1</code> is the same, it needs one more click to show the current selected tab.</p>

<p>I want to find why the tabs need double click? And how can I get selected tab correctly by a single click?</p>
","1"
"39218979","1","","<p>I am trying to close all browser instance opened by a test case in one go that is immediately when the test fails. I have opened more than one instance of same kind that is i am trying to automate chat application so i need to open two instance of same browser kind. But once the test fails, both the instance needs to be closed, but my test closes the browser for whom a particular step is failed. how to close both the browser instance when test fails for instance alone. <code>driver.quit()</code> is not working. As I have opened browser instance with different driver names i.e.</p>

<pre><code>brow1.get(url)
</code></pre>

<p>and</p>

<pre><code>brow2.get(url)
</code></pre>
","1"
"39218872","1","","<p>I've been struggling with django registration redux over the past two weeks.. I'm using the templates the were provided in the documentation but I've made a couple of changes like adding crispy forms and changing the button and some other stuff but the problem is that none of these changes are being shown on <a href=""http://127.0.0.1:8000/accounts/register"" rel=""nofollow"">http://127.0.0.1:8000/accounts/register</a> or any other link.
I'm using djang registration redux 1.4, django 1.8, python 2.7.10</p>

<p>Any help appreciated, thanks</p>
","1"
"15718663","1","","<p>I have tried two different things to try to get an image to show in a label</p>

<pre><code>#This gives "" TclError: couldn't recognize data in image file ""TestImage.gif"" ""
imgPath = ""TestImage.gif""
photo = PhotoImage(file = imgPath)
label = Label(image = photo)
label.image = photo # keep a reference!
label.grid(row = 3, column = 1, padx = 5, pady = 5)
</code></pre>

<p>and </p>

<pre><code>#This gives no error but the image doesn't show
imgPath = ""TestImage.gif""
photo = PhotoImage(imgPath)
label = Label(image = photo)
label.image = photo # keep a reference!
label.grid(row = 3, column = 1, padx = 5, pady = 5)
</code></pre>

<p>The image is in the same folder as all the code. Any suggestions on how to show an image?</p>
","1"
"15718667","1","","<p>In the Documentation of the python3 pickle module it says:</p>

<p>""
The pickle module is not intended to be secure against erroneous or maliciously constructed data. Never unpickle data received from an untrusted or unauthenticated source.""</p>

<p>What is the risk of unpickling data from untrusted sources? Is the unpickling of untrusted data itself dangerous? Or is it only dangerous to use the unpickled object? So is it safe to unpickle untrusted data and then (before doing anything with the resulting object) proving wether it's a save object?</p>
","3"
"39218880","1","","<p>Basically I'm trying to take the print output for my code and make it into a variable.  I tried to do this by converting it to a string but it gave me an error saying ""TypeError: str() takes at most 3 arguments (6 given)""</p>

<p>my code:</p>

<pre><code>x = [1,2,3,4,5]
print(*x, sep='_')  ##gives me the output ""1_2_3_4_5""

#problem part:
a = str(*x, sep='_')
print(a)             ##gives error
</code></pre>

<p>Is there either a way to convert the output to a string despite the ""6 argument"" thing or some other ""str()""-like thing that would work?</p>
","2"
"15718887","1","","<p>I am writing a simple text based adventure game in python.  I will include all of the code because I have no idea what the problem is (it isn't too long and it's quite simple).  </p>

<p>In order to save, I am writing to a text file the name of the 'currentRoom' and each item in 'you.inventory'.  Then when I load I am using 'readline()' to retrieve that data and reset the variables.  I've got a ""game loop"" where I get the next command and perform whatever function matches the command.  When I wrote the following code for 'load', it wouldn't work correctly.  To test the save/load, I start the game pick up a few items and then go north to get into a position that is not the starting room, and save.  Then I quit, run the game again, enter the same name of course, and then give command 'load'.  Note, the saved file is correct.  I even included a print statement in the load function that prints currentRoom.name, and it's correct, but then when I call the look function and it does the exact same 'print currentRoom.name', I've been moved back to the starting room!?  Interestingly, the inventory is loaded fine, just the location is wrong.  I can't figure it out for the life of me.</p>

<p>In order to fix this, I had to move the load() function into the game loop body, under 'elif com == ""load""..., rather than calling it as a function, and then it works!?  I suspect I'm doing something wrong with global vs local variables, but I can't see what.</p>

<p>Here's the code: (sorry for the indentation errors, cut and paste didn't work well)</p>

<pre><code>class Character(object):
inventory = []
hitPoints = 20
def __init__(self, name):
    self.name=name

class Room(object):
  def __init__(self, name, exits):
    self.name=name
    self.exits=exits
    self.contents=[]

class Item(object):
  def __init__(self, name, itemType, keyWords):
    self.name = name
    self.itemType = itemType
    self.keyWords = keyWords
def __repr__(self):
    return self.name
#Item types: weapon1 (one handed), weapon 2 (2handed), head, body, hands, feet, arms,     legs, ring, necklace
#****************** I T E M S *************************

sword1 = Item(""A short sword"", ""weapon1"", [""sword1"",""sword"",""shortsword""])
sword1.roomDescription = ""A short sword made of steel lies here.""
sword1.description = ""It is a small sword of average quality, made of steel.""

helmet1 = Item(""A metal helmet"", ""head"", [""helmet1"", ""helmet"", ""metal""])
helmet1.roomDescription = ""A simple metal helmet sits on the ground.""
helmet1.description = ""It's a simple helmet with a few dings and dents, but otherwise     good condition.""

coat1 = Item(""A leather coat"", ""body"", [""coat1"", ""coat"", ""leather""])
coat1.roomDescription = ""A rugged leather coat lies crumpled at your feet.""
coat1.description = ""It's a thick leather coat.  It looks like it might offer some protection.""

ring1 = Item(""A brass ring"", ""ring"", [""ring1"", ""ring"", ""brass""])
ring1.roomDescription = ""A small brass ring is here.""
ring1.description = ""It's a simple brass ring.  Not very exciting.""

necklace1 = Item(""A silver necklace"", ""necklace"", [""necklace1"", ""necklace"", ""brass""])
necklace1.roomDescription = ""A thin silver necklace has been cast aside.""
necklace1.description = ""It's a shiny silver necklace.""

#****************** PEOPLE AND NPC's *************************

you = Character(""Monty"")

#****************** R O O M S *************************

r0 = Room(""Purgatory"", [])

r1 = Room(""Home"",[""north""])
r1.description = ""You are in your home.  It's a small room.  There is a door in the north wall.""
r1.contents = [sword1, sword1, ring1, necklace1, coat1]
r1.id = ""r1""

r2 = Room(""Main Street"", [""south""])
r2.description = ""You are north of your home in Main street.  The only exit is south.""
r2.contents = [helmet1, coat1, sword1, sword1, coat1, coat1, coat1, coat1, coat1, coat1,  coat1, coat1, coat1, coat1, coat1]
r2.id = ""r2""

#****************** E X I T S *************************

r1.n = r2
r2.s = r1

#****************** V A R I A B L E S *************************

nextRoom=0
nextMove=""z""
quitVar=0
currentRoom = r1

#****************** F U N C T I O N S *************************

def printExits():
  print currentRoom.exits
  return

def look():
  print currentRoom.name
  print currentRoom.description
  if currentRoom.contents != []:
    for i in currentRoom.contents:
        print ""- ""+i.roomDescription

def save():
f = open(you.name+""saved.txt"",""w"")
f.write(currentRoom.id+""\n"")
for i in you.inventory:
    f.write(i.keyWords[0]+""\n"")
f.write(""*end*"")
f.close()
print ""Saved!""

def load():
f = open(you.name+""saved.txt"",""r"")
currentRoom=eval(f.readline())
tempItem=""none""
while tempItem != ""*end*"":
    tempItem = f.readline()
    if tempItem != ""*end*"":
        inventoryItem=eval(tempItem)
        you.inventory.append(inventoryItem)
f.close()
print ""Loaded!""
print""****"",
print currentRoom.name
look()

def printInventory():
print ""You are carrying:""
if you.inventory ==[]:
    print ""Nothing!""
    return
for i in you.inventory:
    print i

def getItem(itemKeyword0, typed_string): #itemKeyword0 is first keyWord (same as variable name for object) in first item in room that matches typed input
                                                   #typed_string is exactly what the user types following 'get '
if len(you.inventory)&gt;=15:
    print ""You can't carry any more!""
    return
currentRoom.contents.remove(eval(itemKeyword0)) #remove picked up item from room
you.inventory.append(eval(itemKeyword0))  #add picked up item to inventory
print 'You get the %s.' % (typed_string)

def dropItem(itemKeyword0, typed_string): #itemKeyword0 is first keyWord in first item in inventory that matches typed string
you.inventory.remove(eval(itemKeyword0)) #remove object from inventory that matches keyword0
currentRoom.contents.append(eval(itemKeyword0)) #add object to room that matches keyword0
print 'You drop the %s.' % (typed_string)
you.name = (raw_input(""What is your name?"")).lower()

look()
while quitVar &lt; 1:
  com = (raw_input(""&gt;&gt;"")).lower() #get next command in lower case
  nextMove=""z"" #reset nextMove
  print """"
  if com == ""help"":
    print""north(n), south(s), east(e), west(w), quit, help, look(l), exits,   inventory(i), get, drop""
elif com == ""load"":
    load()
elif com == ""quit"":
    quitVar += 10
elif com == ""exits"":
    printExits()
elif com == ""look"" or com == ""l"":
    look()
elif com == ""get all"":
    itemGotCounter = 0 #needed counter to make it not say 'There's nothing here!' after getting all
    while len(currentRoom.contents)&gt;0 and len(you.inventory)&lt;15: #for some reason the following for i excluded the last item in the room.
        for i in currentRoom.contents:
            getItem(i.keyWords[0],i.keyWords[1])
            itemGotCounter = 1
    else:
        if len(currentRoom.contents)==0 and itemGotCounter == 0:
            print ""There's nothing here!""
        if len(you.inventory) &gt;= 15:
            print ""You can't carry any more!""       
elif com[0:4] == ""get "" and com != ""get all"":
    gottenItem = com[4:] #set equal to string user typed
    for i in currentRoom.contents: #loop through room items, setting equal to i
        if gottenItem in i.keyWords: #if typed string matches with i.keywords
            getItem(i.keyWords[0], gottenItem) #send first keyword of item to getItem function, and send typed string
            break
    else:
        print ""You do not see that here!""
elif com == ""drop all"":
    while len(you.inventory)&gt;0:
        for i in you.inventory:
            dropItem(i.keyWords[0], i.keyWords[1])
elif com[0:5] == ""drop "" and com != ""drop all"":
    droppedItem = com[5:] #equal to string user typed
    if you.inventory == []: #check if user is carrying anything to drop
        print ""You aren't carrying anything!""
    for i in you.inventory: #cycle through users inventory
        if droppedItem in i.keyWords: #if typed string matches keywords in users inventory
            dropItem(i.keyWords[0], droppedItem) #send first keyWord of that inventory item to dropItem function, and typed string
            break
    else:
        print ""You don't have one!""
elif com == ""inventory"" or com == ""i"":
    printInventory()
elif com == ""n"" or com == ""north"":
    if ""north"" in currentRoom.exits:
        nextMove=""n""
        nextRoom=currentRoom.n
    else:
        print ""You can't go that way!""
elif com == ""s"" or com == ""south"":
    if ""south"" in currentRoom.exits:
        nextMove=""s""
        nextRoom=currentRoom.s
    else:
        print ""You can't go that way!""
elif com == ""e"" or com == ""east"":
    if ""east"" in currentRoom.exits:
        nextMove=""e""
        nextRoom=currentRoom.e
    else:
        print ""You can't go that way!""
elif com == ""w"" or com == ""west"":
    if ""west"" in currentRoom.exits:
        nextMove=""w""
        nextRoom=currentRoom.w
    else:
        print ""You can't go that way!""
elif com == """":
    pass
elif com == ""save"":
    save()

else:
    print ""Huh?""
print ""****""
print nextMove
print currentRoom.name
print ""****""

if nextMove !=""z"": #If a move has occurred, move to nextRoom and look
    currentRoom = nextRoom
    look()

print ""See ya later, alligator!"",
</code></pre>
","1"
"39219023","1","","<p>I am using pandas 0.17.0 and have a <code>df</code> similar to this one:</p>

<pre><code>df.head()
Out[339]: 
                       A     B  C
DATE_TIME                        
2016-10-08 13:57:00  in   5.61  1
2016-10-08 14:02:00  in   8.05  1
2016-10-08 14:07:00  in   7.92  0
2016-10-08 14:12:00  in   7.98  0
2016-10-08 14:17:00  out  8.18  0

df.tail()
Out[340]: 
                       A     B  C
DATE_TIME                        
2016-11-08 13:42:00  in   8.00  0
2016-11-08 13:47:00  in   7.99  0
2016-11-08 13:52:00  out  7.97  0
2016-11-08 13:57:00  in   8.14  1
2016-11-08 14:02:00  in   8.16  1
</code></pre>

<p>with following <code>dtypes</code>:</p>

<pre><code>print (df.dtypes)
A     object
B    float64
C      int64
dtype: object
</code></pre>

<p>When I reindex my <code>df</code> to minute intervals all the columns <code>int64</code> change to <code>float64</code>. </p>

<pre><code>index = pd.date_range(df.index[0], df.index[-1], freq=""min"") 
df2 = df.reindex(index)

print (df2.dtypes)
A     object
B    float64
C    float64
dtype: object
</code></pre>

<p>Also, if I try to resample</p>

<p><code>df3 = df.resample('Min')</code></p>

<p>The <code>int64</code> will turn into a <code>float64</code> and for some reason I loose my <code>object</code> column.</p>

<p><code>print (df3.dtypes)</code></p>

<pre><code>print (df3.dtypes)
B    float64
C    float64
dtype: object
</code></pre>

<p>Since I want to interpolate the columns differently based on this distinction in an subsequent step (after concatenating the <code>df</code> with another <code>df</code>), I need them to maintain their original <code>dtype</code>. My real <code>df</code> has far more columns of each type, for which reason I am looking for a solution that does not depend on calling the columns individually by their label. </p>

<p>Is there a way to maintain their <code>dtype</code> throughout the reindexing? Or is there a way how I can assign them their <code>dtype</code> afterwards (they are the only columns consisiting only of integers besides NANs)? 
Can anybody help me?</p>
","1"
"15718893","1","","<p>I have a table similar to this:</p>

<pre><code>id  name   added     count  flag
---------------------------------
01  abcd1  09.02.13    4    false
02  abcd1  10.02.13    1    true  
03  abcd1  11.02.13    3    false
04  abcd1  12.02.13    4    false
</code></pre>

<p>I need to find sum of count for a given name with the following conditions:</p>

<ul>
<li>For a given name</li>
<li>Flag should be false</li>
<li>Entry should be added after the last flag=true entry for that name</li>
</ul>

<p>In this case I want sum of count for entries 03 and 04. </p>

<p>How should I do this in Django? </p>

<p><strong>EDIT</strong>:<br>
I am looking for creating a query like this:</p>

<pre><code>SELECT id from sample
WHERE 
  name = 'abcd1' AND
  added &gt; (SELECT MAX(added) FROM sample WHERE name = 'abcd1' AND flag = TRUE)
</code></pre>

<p><strong>EDIT</strong>:
Also if there was no entry with flag=true then I need all the entries for that name. </p>
","2"
"39219065","1","","<p>I came across a question when I solve <a href=""https://leetcode.com/problems/insert-delete-getrandom-o1/"">this LeetCode problem</a>. Although my solution got accepted by the system, I still do not have any idea after searching online for the following question:
<code>What is the time complexity of dict.keys() operation?</code> Does it return a view of the keys or a real list (stores in memory) of the keys?</p>
","1"
"85119","1","","<p>What are come good (or at least clever) ways of running multiple sites from a single, common Python web framework (ie: Pylons, TurboGears, etc)? I know you can do redirection based on the domain or path to rewrite the URI to point at a site-specific location and I've also seen some brutish ""<code>if site == 'site1' / elseif / elseif / etc</code>""  that I would like to avoid.</p>
","4"
"31409997","1","","<p>I need some help mapping views in Django.  My app is pretty simple -- it's just a status page listing all of our environments and their corresponding apps. So far I have all the env's listed like so:</p>

<pre><code>ENV_1
ENV_2
ENV_3
</code></pre>

<p>But what I want is: (where [app*] would be from app_list in my Environment class -- see below)</p>

<pre><code>ENV_1  [app1] [app2] [app3] ...
ENV_2  [app1] [app2] [app3] ...
ENV_3  [app1] [app2] [app3] ...
</code></pre>

<p>Here's my models.py (app_list = app1, app2, etc.)</p>

<p><strong>- - UPDATE - -</strong></p>

<pre><code>from django.db import models

class Environment(models.Model):
    name = models.CharField(max_length=128, unique=True)
    app_list = models.CharField(max_length=128, blank=True)

    def __str__(self):
        return self.name

    def format(self):
        app_list = self.app_list or """"
        return ("" "".join([""[%s] "" % a for a in app_list.split(',')]))
</code></pre>

<p>And my views.py:</p>

<pre><code>from django.shortcuts import render
from dashboard.models import Environment, Page

def index(request):
    environment_list = Environment.objects.order_by('name')
    context_dict = {'environments': environment_list}

    for environment in environment_list:
        environment.url = environment.name.replace(' ', '_')

    return render(request, 'dashboard/index.html', context_dict)

def environment(request, environment_name_url):
    environment_name = environment_name_url.replace('_', ' ')
    context_dict = {'environment_name': environment_name}

    try:
        environment = Environment.objects.get(name=environment_name)
        context_dict['environment'] = environment
    except Environment.DoesNotExist:
        pass

    return render(request, 'dashboard/environment.html', context_dict)
</code></pre>

<p>And my index.html</p>

<pre><code>&lt;body&gt;
  &lt;h1&gt;Title&lt;/h1&gt;

  {% if environments %}
    td&gt;
        {% for environment in environments %}
            &lt;li&gt;&lt;a href=""/dashboard/environment/{{ environment.url }}""&gt;{{ environment.name }}&lt;/a&gt;{{environment.format_apps_list}}&lt;/li&gt;
    &lt;/td&gt;
  {% else %}
    &lt;strong&gt;There are no environments present.&lt;/strong&gt;
  {% endif %}

&lt;/body&gt;
</code></pre>
","1"
"31410010","1","","<p>I'm using py.test to execute a suite of selenium tests.  I'm essentially running a collector in my conftest.py that generates tests like this (I stole this from the pytest documentation):</p>

<pre><code>def pytest_generate_tests(metafunc):
    funcarglist = metafunc.cls.cases[metafunc.function.__name__]
    argnames = list(funcarglist[0])
    metafunc.parametrize(argnames, [[funcargs[i] for i in argnames]
                                for funcargs in funcarglist])
</code></pre>

<p>My test cases are placed in objects that look like this:</p>

<pre><code>class TestObject(object):

def __init__(
        self,
        parameter_1,

):
    self.parameter_1 = parameter_1
    self.parameter_2 = parameter_2
</code></pre>

<p>I instantiate them something like this:</p>

<pre><code>test_cases_values = {
    ""friendly_case_name_1"": TestObject(
        ""parameter_1_value"",
        ""parameter_2_value""
    ),
    ""friendly_case_name_2"": TestObject(
        ""parameter_1_value"",
        ""parameter_2_value""
    ),
}
</code></pre>

<p>My browsers are attached to a grid server, I make a list of them like this:</p>

<pre><code>BROWSERS = [
    ""('browser_1', SERVER_URL)"",
    ""('browser_2', SERVER_URL)""
]
</code></pre>

<p>I store the target environment in a config file that is an instantiation of an object like this:</p>

<pre><code>class Environment(object):

    def __init__(self, url=URL, port=PORT):
        self.url = url
        self.port = port

    def __name__(self):
        return self.url + "":"" + self.port

ENVIRONMENT = Environment()
</code></pre>

<p>Then I have a test class that creates a list of test cases like this - the test object parameters are actually strings that allow for self generating code.  I'm oversimplifying as I pass them in as fill ins to broader exec statements:</p>

<pre><code>class TestClass(object):

    cases = {""test_function"": []}
    for i in test_cases.values():
        for j in BROWSERS:
            cases[""test_function""].append(
                dict(
                    browser=j,
                    environment=ENVIRONMENT
                    test_object=i
                )
            )

    @pytest.mark.run()
    def test_function(
        self,
        browser,
        environment,
        test_object
    ):
        exec(test_object.parameter_1)
        exec(test_object.parameter_2)
        assert my_assertion
</code></pre>

<p>When the collector runs, it looks like this:
    <pre>collected # items
    &lt;Module 'tests.py'&gt;
      &lt;Class 'TestClass'&gt;
        &lt;Instance '()'&gt;
          &lt;Function ""test_function[environment0-test_object0-('browser_1', GRID_SERVER)]""&gt;
          &lt;Function ""test_function[environment1-test_object1-('browser_2', GRID_SERVER)]""&gt;
          &lt;Function ""test_function[environment2-test_object2-('browser_1', GRID_SERVER)]""&gt;
          &lt;Function ""test_function[environment3-test_object3-('browser_2', GRID_SERVER)]""&gt;
</pre></p>

<p>I want to have the collector work in such a way that I get back useful information about each item - I've messed around with setting __str__, __repr__, and __name__ methods in various places but haven't had the results I expected.  I'd like to be able to roll this into reporting - there are over 200 tests that this generates in production and I have to trace through stack traces currently to figure out exactly what was being tested for each failure.</p>

<p>I'm not really sure where I'm making my mistakes here, should I modify my implementation of pytest_generate_tests, or the way I'm creating my TestClass, or set up the cases in a different way?  Ideally, I want something that can be mapped back via an ORM to include test metadata as well.</p>
","1"
"31409884","1","","<p>I'm in need of a Meijer G function in scipy. I read somewhere on the internet that due to its generality, the Meier G function is not supported as a special function in scipy, but everyone should write something up according to his personal use case.</p>

<p>My problem is that I have no experience whatsoever with complex integration. As LaTeX is forbidden here, here's what I'm trying to solve numerically:</p>

<p><img src=""https://i.stack.imgur.com/MKtMq.png"" alt=""enter image description here""></p>

<p><em>(the first line being the general case, the second line my case that I'm trying to compute), with p(a), k, k2 given</em></p>

<p>As <a href=""https://en.wikipedia.org/wiki/Meijer_G-function#Definition_of_the_Meijer_G-function"" rel=""nofollow noreferrer"">wikipedia states</a>, there are three ways to get <code>L</code>:</p>

<ul>
<li>L runs from −i∞ to +i∞ such that all poles of Γ(bj − s), j = 1, 2, ..., m, are on the right of the path, while all poles of Γ(1 − ak + s), k = 1, 2, ..., n, are on the left.</li>
<li>L is a loop beginning and ending at +∞, encircling all poles of Γ(bj − s), j = 1, 2, ..., m, exactly once in the negative direction, but not encircling any pole of Γ(1 − ak + s), k = 1, 2, ..., n. </li>
<li>L is a loop beginning and ending at −∞ and encircling all poles of Γ(1 − ak + s), k = 1, 2, ..., n, exactly once in the positive direction, but not encircling any pole of Γ(bj − s), j = 1, 2, ..., m. </li>
</ul>

<p>How do I get <code>L</code> and solve the integral? The way I'm used to compute integrals over the reals is to</p>

<pre><code>import numpy as np
myL = np.linspace(0, 1, 100)
densityL = myL[1] - myL[0]
myIntegral = (F(myL)*densityL).sum()
</code></pre>

<p>I'm not too much after efficiency, I'd prefer a simple and slow working example that I can use to understand the methodology.</p>
","1"
"31410043","1","","<p>I'm using pyplot to display a line graph of up to 30 lines.  I would like to add a way to quickly show and hide individual lines on the graph.  Pyplot does have a menu where you can edit line properties to change the color or style, but its rather clunky when you want to hide lines to isolate the one you're interested in.  Ideally, I'd like to use checkboxes on the legend to show and hide lines.  (Similar to showing and hiding layers in image editors like Paint.Net)  I'm not sure if this is possible with pyplot, so I am open to other modules as long as they're somewhat easy to distribute.   </p>
","1"
"23559289","1","","<p>I have a Mainwindow and from there I'm calling a popup. The popup has to options to click. Now, how can I ""return"" the clicked option to my mainwindow?</p>

<p>I'm importing the file where the popup is to my main:</p>

<pre><code>import pbarpre
[...]
def callpopup(self):
   pbarpre.Popupedit()
[...]
</code></pre>

<p>pbarpre.py:</p>

<pre><code>class Popupedit(QtGui.QDialog):
  def __init__(self):
    QtGui.QWidget.__init__(self)
    self.ja = QtGui.QPushButton(u""Y"")
    self.ja.setFixedSize(90,25)
    self.nein = QtGui.QPushButton(u""N"")
    self.nein.setFixedSize(90,25)
    self.nein.clicked.connect(self.exit)
    self.label = QtGui.QLabel(u""blablabla"")
    hbox = QtGui.QHBoxLayout()
    hbox.addWidget(self.ja)
    hbox.addWidget(self.nein)
    vbox = QtGui.QVBoxLayout()
    vbox.addWidget(self.label)
    vbox.setAlignment(self.label, QtCore.Qt.AlignCenter)
    vbox.addLayout(hbox)
    self.setLayout(vbox)
    self.setWindowTitle(u'?')
    self.setFixedSize(300,100)
    self.setWindowFlags(QtCore.Qt.Popup)
    self.exec_()

  def exit(self):
    self.close()
</code></pre>
","1"
"31410047","1","","<p>I'm trying to read lines in a file, split the lines into words, and add the individual words to a list if they are not already in the list. Lastly, the words have to be sorted. I've been trying to get this right for a while, and I understand the concepts, but I'm not sure how to get the exact language and placement right. Here's what I have:</p>

<pre><code>filename = raw_input(""Enter file name: "")
openedfile = open(filename)
lst = list()
for line in openedfile:
    line.rstrip()
    words = line.split()
for word in words:
    if word not in lst:
        lst.append(words)
print lst
</code></pre>
","4"
"39219302","1","","<p>I have texts like</p>

<pre><code>1) &lt;img="""" id=""""&gt;data&lt;/img&gt;
2) (hi ""hello"") data (some text)
</code></pre>

<p>I want to remove only the text with braces and angular brackets and extract in between data. I tried</p>

<pre><code>re.compile(r""\(.*\)"")
re.compile(r""&lt;.*&gt;"")
</code></pre>

<p>but since closing braces are at the end of text, whole text is getting deleted when re.sub is used.
How to take the only data in between multiple braces (angular or flower brackets)</p>
","2"
"31410061","1","","<p>models.py</p>

<pre><code>class Document(models.Model):
document_type_d = models.ForeignKey(DocumentType,
                                    verbose_name=""Document Type"")

class Section(models.Model):
document_type_s = models.ManyToManyField(DocumentType,
                                         verbose_name=""Document Type"")

class DocumentType(models.Model):
document_type_dt = models.CharField(""Document Type"", max_length=240)
</code></pre>

<p>When I create a Section in the Admin it doesn't appear to save the document_type_s.</p>

<p>In the django shell I can see that DocumentType is saving properly:</p>

<pre><code>&gt;&gt;&gt; dt = DocumentType.objects.all()
&gt;&gt;&gt; for d in dt:
...     print d.document_type_dt
... 
Campus LAN
WAN
Unified Communications
</code></pre>

<p>When I check the Sections I get:</p>

<pre><code>&gt;&gt;&gt; original_sections = Section.objects.all()
&gt;&gt;&gt; for a in original_sections:
...     print a.document_type_s
... 
lld.DocumentType.None
lld.DocumentType.None
lld.DocumentType.None
lld.DocumentType.None
lld.DocumentType.None
lld.DocumentType.None
lld.DocumentType.None
lld.DocumentType.None
</code></pre>

<p>And when I check Documents:</p>

<pre><code>&gt;&gt;&gt; d = Document.objects.all()
&gt;&gt;&gt; for e in d:
...     print e.document_type_d
... 
Campus LAN
WAN
Campus LAN
</code></pre>

<p>And if I try to create a new section:</p>

<pre><code>&gt;&gt;&gt; s = Section(document_type_s=""Campus LAN"", name=""Fake"", original=True)
Traceback (most recent call last):
  File ""&lt;console&gt;"", line 1, in &lt;module&gt;
  File ""/usr/local/lib/python2.7/dist-packages/django/db/models/base.py"", line 480, in __init__
    raise TypeError(""'%s' is an invalid keyword argument for this function"" % list(kwargs)[0])
TypeError: 'document_type_s' is an invalid keyword argument for this function
</code></pre>

<p>Django appears to have created the field in the database, looking at my migrations file:</p>

<pre><code>migrations.CreateModel(
            name='Section',
            fields=[
                ('id', models.AutoField(verbose_name='ID', serialize=False, auto_created=True, primary_key=True)),
                ('document_type_s', models.ManyToManyField(to='lld.DocumentType', verbose_name=b'Document Type')),
            ]
</code></pre>

<p>I don't know what is causing this?</p>
","2"
"85577","1","","<p>I'd like to search for a given MAC address on my network, all from within a Python script.  I already have a map of all the active IP addresses in the network but I cannot figure out how to glean the MAC address.  Any ideas?</p>
","9"
