ParentId,Id,PostTypeId,Text,Post length
15688887,15689206,2,"Historically it's been a lot of different schemes, especially before reducing power consumption in idle was an issue.
Generally there is an ""idle"" process/task that runs at the lowest priority and hence always gets control when there's nothing else to do.  Many older systems would simply have this process run a ""do forever"" loop with nothing of consequence in the loop body.  One OS I heard of would run machine diagnostics in the idle process.  A number of early PCs would run a memory refresh routine (since memory needed to be cycled regularly or it would ""evaporate"").
(A benefit of this scheme is that 100% minus the % CPU used by the idle process gives you the % CPU utilization -- a feature that was appreciated by OS designers.)
But the norm on most modern systems is to either run a ""halt"" or ""wait"" instruction or have a special flag in the process control block that even more directly tells the processor to simply stop running and go into power-saving mode.
",196
15688887,15688958,2,"There's always code to run, the idle task is the code if there's nothing else. It may execute a special CPU instruction to power down the CPU until a hardware interrupt arrives. On x86 CPUs it's hlt (halt).
",47
15688887,15688937,2,"This depends on the OS and the CPU architecture. On x86 (Intel compatible) the operating system might execute HLT instructions, making the CPU wait until something interesting happens, such as a hardware interrupt. This supposedly consumes very little power. Operating systems report the time spent doing this as ""idle"" and may even assign it to a fictional ""idle"" process.
So, when in Windows task manager you see that the System Idle Process is consuming 90% CPU what it really means is that the CPU does not have an actual a program to run 90% of the time.
Here's a good article on the subject: What does an idle CPU do?
",129
15688889,15688943,2,"It's equivalent to 
",4
15688889,15688889,1,"I'm following this tutorial:
http://zetcode.com/tutorials/pyqt4/firstprograms/
and on the very first example I don't understand why does the application show only after the command:
Also, I modified the code slightly to test things
If I run this in the terminal and comment out the last line it will only show the window after running the last line.
I don't quite understand what the last line does.
EDIT:
I'm also confused as to why there isn't a reference of app and w i'd expect some kind of indication that w is a child or something of app.
I'm running it in Spyder and an IPython interpreter.
",121
15688889,15688946,2,"The last line is two functions. First it runs app.exec_() (which shows the main window of your application), then when that function ends, it passes the return value to as a parameter to sys.exit, which ends the program and sends the return value to the operating system (you can see this on *nix systems with echo $? after the program ends).
The reason it doesn't immediately exit is that Python can't execute sys.exit until it knows the value of the parameter to it, and it won't know that until app.exec_() finishes.
",110
15688898,15689294,2,"Buildpacks are the mechanism Heroku uses to build your application including installing dependencies. Pip is not installed by default, the Python buildpack itself pulls this dependency in. You could use the multi-buildpack which allows you to include several buildpacks. 
Multi buildpack - https://github.com/ddollar/heroku-buildpack-multi
Python buildpack - https://github.com/heroku/heroku-buildpack-python
Ruby buildpack - https://github.com/heroku/heroku-buildpack-ruby
",61
15688898,15688898,1,"I have an rails app deployed on heroku. This app depends on one python module, https://github.com/clips/pattern. Based on documentation of pattern, I could install by two ways:
1: cd pattern-2.5; python setup.py install
creating /usr/local/lib/python2.7/site-packages/pattern error: could
  not create '/usr/local/lib/python2.7/site-packages/pattern': Read-only
  file system
2: pip install pattern
bash: pip: command not found
Please, advise me how to install pattern. I found a similar question, How to install python module on Heroku cedar stack with Rails, but it just doesn't work for me.
",103
15688954,15692895,2,"You can't unload C extension modules at all.  There is just no way to do it, and I know for sure that most of the standard extension modules would leak like crazy if there was.
",39
15688954,15688954,1,"The CPython headers define a macro to declare a method that is run to initialize your module on import: PyMODINIT_FUNC
My initializer creates references to other python objects, what is the best way to ensure that these objects are properly cleaned up / dereferenced when my module is unloaded?
",52
15689151,15689238,2,"You can set the root to use your FE url patterns like this:
If you wanna forcibly redirect to /frontend/ then you will need a view to handle the redirect.
Maybe look at the Redirect Generic view: https://docs.djangoproject.com/en/1.1/ref/generic-views/#django-views-generic-simple-redirect-to
",46
15689151,15689151,1,"I'trying to redirect the / of my domain to point to a index in my ""frontend"" app.
I tried a lot of ways and all of them work. 
The problem is that my index_view is being called twice for every redirect.
Here is my top urls.py
And here is my frontend/urls.py
Every time I go to / is calling my views.index twice and I can't see why =/
Am I doing the redirecting wrong ?
Thanks in advance for any help!
",88
15689237,15689944,2,"Generally speaking, thinking of the ""readability counts"" mantra, the actual operator should always be your preferred choice. Using the operator versions has a place, when you can replace lambda a, b: a < b with the more compact operator.lt, but not much outside of that. And you really shouldn't be using explicit calls to the corresponding ufunc, unless you want to use the out parameter to store the calculated values directly in an existing array.
That said, if what you are worried is performance, you should do fair comparisons, because as you say, all your calls are eventually handled by numpy's less ufunc.
If your data is already in a numpy array, then you have already shown that they are all performing similarly, so go with the < operator for clarity.
What if your data is in a python object, say a list? Well, here are some timings for you to ponder:
Not sure why operator.lt is so slow, but you clearly want to stay away from it. If you want to get a numpy array as output from a Python object input, then this will probably be the fastest:
Note that ufuncs operating on numpy arrays are much faster than any of the above:
",236
15689237,15689237,1,"I'm curious about the benefits and tradeoffs of using numpy ufuncs vs. the built-in operators vs. the 'function' versions of the built-in operators.
I'm curious about all ufuncs.  Maybe there are times when some are more useful than others.  However, I'll use < for my examples just for simplicity.
There are several ways to 'filter' a numpy array by a single number to get a boolean array.  Each form gives the same results, but is there a preferred time/place to use one over the other?  This example I'm comparing an array against a single number, so all 3 will work.
Consider all examples using the following array:
'<' operator
operator.lt
numpy.less
Note that all of them achieve pretty much the equivalent performance and exactly the same results.  I'm guessing that all of these calls actually end up in the same function anyway since < and operator.lt both map to __lt__ on a numpy array, which is probably implemented using numpy.less or the equivalent?
So, which is more 'idiomatic' and 'preferred'?
",197
15689237,15689361,2,"In this case, the preferred form is x < 5000 because it is simpler and you are already using a numpy array.
ufuncs are meant to allow these operations to be done on any type of data (not only numpy arrays)
On Python 3, this last comparison will raise an error.
",57
15689260,15689260,1,"I have a large application that has many small windows.  I wanted to use traitsui's file dialog to open some files from these windows.  However, when I do, the file dialog correctly spawns and picks a file, but it also consistently switches the active window to an undesirable window after it is finished.  I am really confused why.
Here is a simplified test which displays the same problem:
When open_file returns and selects the desired file, the active window is switched to the BigApplication window and not back to the Subwindow window (so that the user can select some additional options before clicking OK).
",117
15689260,17602727,2,"I found a hacky workaround, as per usual.  But this behavior is still a bug.
The workaround is to dispose() of the old window and then to call edit_traits() on it.  This edits the File trait and also happens to make it the active window.  Disposing of the window manually has to be done inside the handler and is a little trickier than might be expected.
",76
15689290,15689331,2,"You're looking for:
This doesn't come with the overhead of instantiating the str list (though with 5 elements it's hardly an issue). Whenever I encounter this, though, I generally just use str(y) within the body of the loop.
",51
15689290,15689290,1,"Real simple question. I'm trying to do this in python: 
so that y will hold an integer, and x will hold the string representation of said integer. I realize I could 2 line it pretty easily - just wanting a shortcut.
Also, I'm curious as to what exactly I'm asking. I'm sure this has been answered a bazillion times throughout the forum, but I have no idea what the heck to search for to find it.
",89
15689290,15689317,2,"You can use list comprehension for achieving this:
",9
15689290,15689346,2,"An easy way is to use the map() function:
The map() function takes an iterable and passes each elem through the first arg which is a callable.
",33
15689290,15689351,2,"You want to search for List Comprehensions most likely.
This will give you tuples of strings and ints as a list, then iterate through that list like you would any other
",33
15689290,15689400,2,"Your question is unclear, since it relies upon a piece of code that doesn't actually compile.
The above construct will bind x and y to a str and an int, respectively, for each loop iteration. The output is:
",45
15690071,15690071,1,"How do I save the list of items if 'boa' is in href to a list? I don't want to print them using get() but instead convert them to a list in their own variable (it seems these are in a dictionary?), preferably to boat_links. Thanks!
",57
15690071,17243193,2,"I am not sure if you want a list or dictionary or a dictionary of lists so here are all of them
Here is a dictionary with the a tags text as the key and the href as the value
Here is a dictionary of lists based on the a.tags (what if you have multiple links with the same text)
",62
15690185,15690185,1,"I know this question is pretty basic, and I'm sorry for posting it, but I literally have spent the last hour googling and I still havent found an answer.
I coded a blackjack game using pygame, and want to convert it to wxpython mostly as a way to learn wxpython. In pygame the graphics are easy, I have a base image I display (basically just the table), and then I can just display other images on top of it as the action unfolds, for example the cards. Each time the player hits I just draw a new card in a different position. When The hand is over and I want to go to the next hand, I just display the base image again, and it covers everything up and viola! Its really simple all I have to use is blit() and pygame.display.update().
I cant seem to find anyway to do this in wxpython. All the examples I find are for drawing items in new widgets, or drawing vector graphics over an image, or opening new frames with images, etc.
any help is greatly appreciated, thank you very much.
--Daniel
",218
15690185,15690383,2,"The AlphaDrawing example in the wxPython demo shows how to overlap multiple drawings. This uses wx.GraphicContext / wx.GCDC. If you look at the documentation, you'll note that it has CreateBitmapFromImage and CreateBitmap methods that probably apply to what you want to do. See also the DragImage demo and the following links for related information:
wx python card game
http://rummy-py.sourceforge.net/ (look at the original that was done in wx)
",78
15690185,15724125,2,"I found this post, which reading the comments, does a good job of showing me want I was looking for. 
Delete image in wxpython?
",28
15690201,15690201,1,"I have a server that I'd like to use to maintain persistent connections with a set of devices, just so that they can pass simple messages back and forth. It's a trivial task, but selecting a server-side platform has been suprrisingly difficult (especially since I have no administrative privileges - it's a dedicated commercial server).
My best idea so far is to write a TCP server in Python. The Twisted platform seems suitable for the task, and has a lot of good reviews. However, my server has Python 2.7 but not Twisted, and the admins have been reluctant to install it for me.
Is there any way that I can just upload a Twisted package to the server and reference it in my libraries without installing it as a framework?
",146
15690201,15705793,2,"Use virtualenv to create your private Python libraries installation.
",10
15690201,15692480,2,"I'm not sure what you mean by ""installing it as a framework"".  If you are using an OS X server hosting environment, then maybe you're talking about Framework with a Capital F.  However, OS X server hosting isn't a very common environment so I'm guessing that's not it.
If you just want to know how to install a Python library in your home directory, then the general answer is:
This Just Worksâ„¢ on Python 2.7 (assuming the package uses distutils, which Twisted does, and you unpack the source .tar.gz and change your working directory to the directory that is the root of the contents of that .tar.gz), so you should be done after that.
",133
15690224,15690224,1,"I've recently decided to start using .format() instead of % (see this question). Instead of the {0}, {1} syntax, I'm wondering if the following is an acceptable use:
I like the straightforwardness of it - local variables go into the string - but am wondering if there's any reason I shouldn't do the above.
",71
15690224,15690479,2,"As I commented above, this should not be used on untrusted sources. Also it may not me explicit enough to be Pythonic.
One can also define a function to do that, but to access the right locals, it needs to do some frame handling
This kind of pattern is not nice and things like Pypy can't optmize this kind of code.
I would use this code (unless you need Python 2.6 support so you must add the indexes):
",88
15690224,15690429,2,"The major problem with passing locals() (or globals()) to format (or %) is that often, format strings can come from untrusted sources, and you risk exposing variables you didn't want to. If you're just formatting a literal string, that isn't an issue, but if you ever may have untrusted format strings, you have to think very carefully about what you're doing—and it's easier to just not do it.
The more minor problem is that some of your code's readers won't understand locals, or the ** syntax, and will have a hard time figuring out what it does or why it works. This isn't much of an argument. In fact, you could even say that a lot of Python's design decisions come down to making sure this is almost never a good argument—the language is exactly big enough that it's reasonable to expect your readers to understand/learn anything pythonic you write. But it's still worth thinking about.
Then there's the style issue. Every few months, someone comes along suggesting that the language should make it easier to do this, and it starts an argument on the mailing lists. Some people definitely think that this feels ""implicit rather than explicit"". Others disagree. I think it's pretty well settled that magic locals here would not be pythonic… but if you have to explicitly pass locals(), maybe that's fine and maybe it isn't. Like most style arguments that haven't gathered a consensus, it's really up to you. (By the way, the format API ultimately came out of an argument like this, where the original suggestion was for more-perl-like string interpolation with an implicit locals.)
But ultimately, you have to consider what you're saving. Compare this:
to:
Your version isn't clearer, more explicit, easier to type, or even shorter. So, I'd say the risk of making it a little harder for novices to read, and annoying to some segment of the community (even if it's for bad reasons), isn't worth it if there's no benefit.
",408
15693448,15701844,2,"The response to your login request will contain a Set-Cookie header looking something like this:
You need to send that cookie with your curl request so that the session data is available for processing, you can add additional headers to curl requests with -H, or specify the cookie explicitly:
Browsers will handle this for you of course, but curl is totally stateless and wont parse and store the Set-Cookie header for you by default, though if you're performing the login using curl, you can tell it to store the cookie in a cookie jar with -c <file>, and then you can read from it on your next request with -b file
HTTP Cookie wiki page
Curl cookie docs
Curl man page
",132
15693448,15693448,1,"I am building a RESTful application with Flask which will use sessions to track the logged in user. Here is the login code which I adapted from this Flask tutorial
When a user first logs in, I store their userid in the session, so that when the same user requests a resource, the data is tailored to them:
If I issue this command after logging in:
I receive:
instead of the address information for my logged in user.
Can anyone tell me how I can use the session in subsequent curl calls to return data that is specific to the userid stored in the cookie?
",114
15693529,16034387,2,"There are a number of ways you can achieve what you want. For example, one way is to make a custom initialiser for your handler:
Note that I moved the logging.yml to be adjacent to the script. The logmaker is the custom initialiser. Specify it in the YAML as follows:
If you run the Python script, you should find that the bot.log is created adjacent to the script and YAML file. The same message is printed to the console and bot.log:
N.B. The script could be a little tidier, but it illustrates my point.
Update: As per the documentation, the use of () as a key in dictionary indicates that the value is a callable which is essentially a custom constructor for the handler.
",140
15693529,15693529,1,"In my Python program I have the following code:
and this is my logging.yml configuration file:
The problem is that the bot.log file is created where the program is launched. I want it to always be created in the project's folder, i.e. in the same folder as my Python program.
For an example, launching the program with ./bot.py would create the log file in the same folder. But launching it with python3 path/bot.py would create the log file a level above the Python program in the file hierarchy.
How should I write the filename in the config file to solve this? Or do I need to write a custom handler? If so, how? Or is this not possible to solve using dictConfig?
",137
15693565,15953727,2,"I solved my own problem and even though it's a bit of a corner case, I'll still answer it here. The script that Jenkins was launching itself launched a threaded Python server using ThreadedTCPServer implemented more or less exactly from here. That threaded server wasn't properly exiting, so it left some pipes open. Although the server process died, the leaky pipes made it impossible for Jenkins to properly determine that the process was over (Jenkins waits for an EOF from the child process to determine if the process completed). The solution was a reimplementation of the socket server that exited properly. Hope this helps someone in the future!
",122
15693565,15693722,2,"To debug this:
Add set -x towards the top of your shell script.
Set a PS4 which prints the line number of each line when it's invoked: PS4='+ $BASH_SOURCE:$FUNCNAME:$LINENO:'
Look in particular for any places where your scripts assume environment variables which aren't set when Hudson is running.
If your Python scripts redirect stderr (where logs from set -x are directed) and don't pass it through to Hudson (and so don't log it), you can redirect it to a file from within the script: exec 2>>logfile
There are a number of tools other than Jenkins for kicking off jobs across a number of machines, by the way; MCollective (which works well if you already use Puppet), knife ssh (which you'll already have if you use Chef -- which, in my not-so-humble opinion, you should!), Rundeck (which has a snazzy web UI, but shouldn't be used by anyone until this security bug is fixed), Fabric (which is a very good choice if you don't have mcollective or knife already), and many more.
",219
15693565,15693565,1,"I have a ton of scripts I need to execute, each on a separate machine. I'm trying to use Jenkins to do this. I have a Python script that can execute a single test and handles time limits and collection of test results, and a handful of Jenkins jobs that run this Python script with different args. When I run this script from the command line, it works fine. But when I run the script via Jenkins (with the exact same arguments) the test times out. The script handles killing the test, so control is returned all the way back to Jenkins and everything is cleaned up. How can I debug this? The Python script is using subprocess.popen to launch the test.
As a side note, I'm open to suggestions for how to do this better, with or without Jenkins and my Python script. I just need to run a bunch of scripts on different machines and collect their output.
",180
15693597,15693597,1,"I have three lists (L1, L2, L3), something like :
I want to compute the product of L1*L2*L3, id est,
but I want to take or not in account some lists; hence,[1,], [ 1, 'a' ] would be a part of the result, like ['a',], ['a', 'B'] and so on.
Any idea to help me ? Thanks !
",86
15693597,15693791,2,"Use the powerset function given in the itertools examples. powerset([L1,L2,L3]) will give you all subsets of the set of 3 lists. For each subset you can take the cartesian product, and then chain them all together.
",49
15693605,15707814,2,"A more conventional way to store ""meta"" data along with a dict would be either:
to maintain two dicts with same set of keys, one for the actual data, one for ""meta""
to have a dict with (""raw"") keys, and values are 2-tuples: ( value, item-meta-data )
Both are simple and require no special magic.  You would also avoid problems like the one you describe in your question (and others to come).
",90
15693605,15707644,2,"I've made a slight modification to your base code:
Then if you want to retrieve the instance of DictKey in the set of keys you can do the following:
Hope it helps.
",36
15693605,15693605,1,"I have created a class that will allow me to store meta-data with an arbitrary dictionary key and still pass the in test with the original object type:
produces the output:
Now, given the string 'hello', I need to get the instance of DictKey that was created from said string in constant time:
",59
15693633,15693633,1,"I'm trying to create a sqlite3 table using python. My code is given below:
This code runs fine the first time I run it and my database is created. However, if I run it a second time, I get the following error:
I have no idea what's going wrong. Can anybody help?
",62
15693633,15699000,2,"Dropping modules first makes the foreign key constraint in modulesfiles invalid.
Drop the child table first.
",18
15693703,15693703,1,"I am using os.system() to run a python program and am trying to log its output to the file. This works fine. 
The problem is that myprogram.py calls another python program which gives me the output i need but doesn't finish- I can even see the prompt become different as in the picture below
Is there a way to kill the child process when I get to the next line of my program 
I tried using os.system(""quit()"") and subprocess.popen(""quit()"", shell=False) and that didn't do anything.
I can't really use exit() because that just kills python all together.
Btw this stalls 
",126
15693703,15694075,2,"The program that is being called by myprogram.py lands you in the python prompt. Why that happens we cannot tell you unless you show us the code.
Using the subprocess module (which is more versatile) is preferred to using os.system.
But you're not using subprocess correctly. Try it like this:
The with statement will close the file once subprocess.call is done. The program and its arguments should be given as a list of strings. Redirection is achieved by using the std... arguments.
After myprogram.py finishes, rc contains its return code.
If you want to capture the output of the program, use subprocess.check_output() instead.
",122
15693735,15693735,1,"How can I generate all the paths to text strings in a HTML document, preferably using BeautifulSoup? 
I have f.e. this code:
I'd like to divide HTML code into paths to text strings, like
or
or  
I've studied BeautifulSoup documentation, but I can't figure out how to do it. Do you have any ideas?
",65
15693735,15694498,2,"
Output
",1
15693756,15693756,1,"How can I convert Extended ASCII characters such as: ""æ, ö or ç"" into non-extended ASCII characters (a,o,c) using python? The way it works should be that if it takes ""A, Æ ,Ä"" as input, It returns A for all of them.
",59
15693756,15693802,2,"Unidecode might be of use to you.
",8
15693808,15693808,1,"I know that in order to install a package I need to execute:
But how can I know what is the name of package -  I should give as an argument.
I found in pypi a package I want to install - pcapy:
https://pypi.python.org/pypi/pcapy/0.10.3
I tried:
It didn't work...
What is the right way to install this package?
Thank you very much!
",72
15693808,15693858,2,"That package isn't in the PyPI. There's a page, but the source code is hosted elsewhere for some reason (this is the first time I've seen it):
Ubuntu has a (probably old) package:
You can also build it from source:
",52
15693859,15693859,1,"I have a bash script myscript.sh:
calling a python program myprog.py
The ssh command that is called by subprocess executes without error, the output is correct. But when called like this the loop in myscript.sh only runs through the first line of input and then exits with status 0.  If I replace the subprocess.check_output(...) call with a subprocess.Popen(...) and don't subsequently call Popen.wait() then the outer loop works as expected and the output from the ssh command is dumped to standard out some time after any output from the bash script.  With the Popen.wait() behavior is the same as with check_output: bash loop only goes through one iteration before exiting without error.  
If instead of ssh another command, e.g. ls, is called with check_output then the bash loop works as expected.
Can anyone help me understand why the code as shown isn't working as expected?
Note: this is a simplified version of what I am trying to do, though I do experience the same behavior with this code.  In reality I am doing something with ""$line"" in the bash script and the subprocess call is wrapped in a try/except block.
",221
15693859,15693954,2,"As @larsmans guessed the ssh call was consuming stdin, breaking the outer bash loop.  Adding the -n option to the ssh command resolved the issue:
",29
15693880,15707208,2,"You need to use the Text widget's get method to get all of the text from '1.0' (line 1, character 0) to END. 
Here's a modified version of your code that does this in a write_text function. I also added scroll bars and switched to using grid instead of pack.
",59
15693880,15693880,1,"Hi so i'm having a hard time getting Text from my program on Python to convert to a string so i can write it to a file without it just writing numbers in the file. i put this code :
so thats the code to write the obj locFile to the file Test.txt but when i type something in the Text box on the program and hit the writButton it will write to the file just not what i typed in it puts .50132192 so i wanted to know how i could convert it to a String? 
",100
15693900,15694036,2,"Seeing that the text is the only large blob, and everything else is barely larger than a pixel, a simple morphological opening should suffice
You can do this in opencv
or with imagemagic
Afterwards the white rectangle should be the only thing left in the image. You can find it with opencvs findcontours, with the CvBlobs library for opencv or with the imagemagick -crop function
Here is your image with 2 steps of erosion followed by 2 steps of dilation applied:
You can simply plug this image into the opencv findContours function as in the Squares tutorial example to get the position
",107
15693900,15699181,2,"Using your test image I was able to remove all the noises with a simple erosion operation.
After that, a simple iteration on the Mat to find for the corner pixels is trivial, and I talked about that on this answer. For testing purposes we can draw green lines between those points to display the area we are interested at in the original image:
At the end, I set the ROI in the original image and crop out that part. 
The final result is displayed on the image below:
I wrote a sample code that performs this task using the C++ interface of OpenCV. I'm confident in your skills to translate this code to Python. If you can't do it, forget the code and stick with the roadmap I shared on this answer.
",147
15693900,15693900,1,"I asked a similar question here but that is focused more on tesseract. 
I have a sample image as below. I would like to make the white square my Region of Interest and then crop out that part (square) and create a new image with it. I will be working with different images so the square won't always be at the same location in all images. So I will need to somehow detect the edges of the square. 
What are some pre-processing methods I can perform to achieve the result?
",99
15693938,17378072,2,"I shouldn't give full answers as JES is an application designed for students, but I think that three months later one can give a full working sample which can be used as reference for the others...
This should be close to what you attempted to do:
Note : your approach of a simple double loop over x and y was the right one.
Output (Painting by Antoni Tapies):
......From......
Here is a more detailed thread about greyscale.
",90
15693938,15693938,1,"My goal is to double the picture size then change the left half to grayscale, then change the green value of the top right half and the blue value of the bottom right half. I have values that I found in my textbook for the grayscale but im not sure if thats what I actually use. And I also am unsure if I program each of these different values using for loops or just something different 
So far my code is:
",85
15695846,15695918,2,"Your add function doesn't have anything that will increment self.size. So it's whatever you set it to in __init__, which is presumably 0.
So, when the list actually is empty, __len__ returns 0 because self.head is None.
And after you add an element, it still returns 0 because self.size is 0.
Also, your code has at least one other problem in it. Look at this:
Clearly, newNode.prev is going to end up pointing at itself, rather than the previous tail.
There are lots of things that can help judge the correctness of code—unit tests, code reviews by someone who didn't work on it, stepping through it with an interactive visualizer, formal proofs, etc.—but the number of hours you worked on it is not one of those things.
",149
15695846,15695846,1,"I cant seem to get my len function to work, ive been trying heaps of stuff but im a complete beginner so im pretty sure im missing something completely obvious. This is my code...
My thinking behind this is simple. If the head of the doubly linked list is None, then it must be empty so return 0, otherwise, just return the size of the list.
However, i get an asssertion error saying...
Any help is appreciated, thanks in advance.
EDIT: This is the code thats running my function...
EDIT2: this is my add function, im pretty sure its right, i spend 2 hours on it...
",124
15699551,15699587,2,"These are format specifiers. The %d specifier refers specifically to a decimal (base 10) integer. The %s specifier refers to a Python string.
",30
15699551,15699580,2,"It is used for string formatting. The random number will be converted to an integer (since %d is being used), then it will be converted to a string and inserted into the given string.
For example:
There are several other letters that correspond to different types. They can be found here (in the second table of that section).
",69
15699551,15699578,2,"%d stands for ""decimal"". ! is there with the rest of the string. %d means that a decimal number will be outputted there. Synonim for %d is also %i. same goes for instance with %s and strings
",48
15699551,15699551,1,"I was looking at this python tutorial and in the generator section they had something like this:
What I want to know is exactly what does that mean and is there any other letters because I've seen %s before. I've googled everything I could think of and nothing gave me an answer.
",58
15699566,15774990,2,"The cleanest solution would be inotify in many ways - this is more or less exactly what it's intended for, after all. If the log file was changing extremely rapidly then you could potentially risk being woken up almost constantly, which wouldn't necessarily be particularly efficient - however, you could always mitigate this by adding a short delay of your own after the inotify filehandle returns an event. In practice I doubt this would be an issue on most systems, but I thought it worth mentioning in case your system is very tight on CPU resources.
I can't see how the sleep() approach would miss file updates except in cases where the file is truncated or rotated (i.e. renamed and another file of the same name created). These are tricky cases to handle however you do things, and you can use tricks like periodically re-opening the file by name to check for rotation. Read the tail man page because it handles many such cases, and they're going to be quite common for log files in particular (log rotation being widely considered to be good practice).
The downside of sleep() is of course that you'd end up batching up your reads with delays in between, and also that you have the overhead of constantly waking up and polling the file even when it's not changing. If you did this, say, once per second, however, the overhead probably isn't noticeable on most systems.
I'd say inotify is the best choice unless you want to remain compatible, in which case the simple fallback using sleep() is still quite reasonable.
EDIT:
I just realised I forgot to mention - an easy way to check for a file being renamed is to perform an os.fstat(fd.fileno()) on your open filehandle and a os.stat() on the filename you opened and compare the results. If the os.stat() fails then the error will tell you if the file's been deleted, and if not then comparing the st_ino (the inode number) fields will tell you if the file's been deleted and then replaced with a new one of the same name.
Detecting truncation is harder - effectively your read pointer remains at the same offset in the file and reading will return nothing until the file content size gets back to where you were - then the file will read from that point as normal. If you call os.stat() frequently you could check for the file size going backwards - alternatively you could use fd.tell() to record your current position in the file and then perform an explicit seek to the end of the file and call fd.tell() again. If the value is lower, then the file's been truncated under you. This is a safe operation as long as you keep the original file position around because you can always seek back to it after the check.
Alternatively if you're using inotify anyway, you could just watch the parent directory for changes.
Note that files can be truncated to non-zero sizes, but I doubt that's likely to happen to a log file - the common cases will be being deleted and replaced, or truncated to zero. Also, I don't know how you'd detect the case that the file was truncated and then immediately filled back up to beyond your current position, except by remembering the most recent N characters and comparing them, but that's a pretty grotty thing to do. I think inotify will just tell you the file has been modified in that case.
",669
15699566,15699566,1,"I'm writing a Python script that needs to tail -f a logfile.
The operating system is RHEL, running Linux 2.6.18.
The normal approach I believe is to use an infinite loop with sleep, to continually poll the file.
However, since we're on Linux, I'm thinking I can also use something like pyinotify (https://github.com/seb-m/pyinotify) or Watchdog (https://github.com/gorakhargosh/watchdog) instead?
What are the pros/cons of the this?
I've heard that using sleep(), you can miss events, if the file is growing quickly - is that possible? I thought GNU tail uses sleep as well anyhow?
Cheers,
Victor
",122
15699666,15699666,1,"I'm using gevent to build a server which do some redis stuff and return the result to client. But the performance is bad. After some research I found that there is only one connection to redis. It looks like there is only one greenlet spawned. Here is my program:
Is there something wrong with my program? Why there is only one connection to redis?
",72
15699666,19117266,2,"Have a look at http://gehrcke.de/2013/01/highly-concurrent-connections-to-redis-with-gevent-and-redis-py/
I'm not 100% is your monkey-patching is doing the trick but I'd replace it with:
You could also go and create your own pool with gevent supported connection to redis...
",42
15699666,19120904,2,"What makes you think your only have one connection to redis? Actually my little test shows that your server is indeed opening lots of connections to redis.
To make the test more clear, I modified your print statement a bit:
Then run this script to make some requests:
And here's what I got:
It can be seen that at peek time you have 10 greenlets running simultaneously, waiting for sockets. Your code looks perfectly fine to me. Why 'the performance is bad' is another story. It could be your sorted set of 'online' is tooo large. Or more likely you are using a blocking client to test the server, in which case you'll see only one connection to redis.
",136
15699814,15704532,2,"For the template part everything looks absolutely ok and there should not be problem if what you do is what you showed.
Is Your list is dict() or actually list()? 
Because your problem is here:
This syntax will work only if List is dictionary.
In case of list you should write:
",60
15699814,15699814,1,"Here is what i want 
tmpl1.jinja
tmpl2.jinja
tmpl3.jinja
Basically i have a user block that exists across site with only the action(one or more link but with quiet a few html like image etc) changing. What can i do. 
Thanks 
",45
15699836,15699836,1,"I have seen a number of questions relating to writing files & creating new directories using Python and GAE, but a number of them conclude (not only on SO) by saying that Python cannot write files or create new directories. Yet these commands exist and plenty of other people seem to be writing files and opening directories no problem.
I'm trying to write to .txt files and create folders and getting the following errors:
Case #1:
produces ""IOError: [Errno 30] Read-only file system: 'aardvark.txt'"".  But i've checked and it's def-o not a read only file.
Case #2:
produces ""OSError: [Errno 38] Function not implemented: 'C:\project\folder'""
What am i missing?
",142
15699836,31651345,2,"AppEngine can now write to a local ""ephemeral"" disk storage when using Managed-VM which is not supported when using the sandbox method as specified on this documentation:
https://cloud.google.com/appengine/docs/managed-vms/tutorial/step3
",33
15699836,15699948,2,"Appengine does not support any write operations to the filesystem (amongst other restrictions).
The BlobStore does have a file like api, but you cannot rewrite/append to existing blob store entities.  The dev server also presents these restrictions to emulate production environment.
You should probably have a read of the some of the docs about appengine.
The overview doc https://developers.google.com/appengine/docs/python/overview explicitly states you can't write.  
",76
15699964,15699964,1,"I am facing a strange error while executing a python code. The following code is a small snippet of the python code I am executing:
While executing samplecode.py I am facing an error showing the following:
My logging.py which contains the code that needs to be imported while execution. The following is the code:
we can see that the class Dynamic is created yet the import error is thrown.
The strangest thing is I did few examples of importing files and it worked well. I have tried hard but still cannot figure it out. I would like to know why this error was thrown and why suddenly for this and not in previous samples?
",124
15699964,15700053,2,"Python already has a built-in logging module, which is being located before yours (you're appending your folder to the end of the path).
Rename your logging.py file to something else.
",36
15700109,15700109,1,"I am trying to parse a large xml file and print the tags to an output file. I am using minidom, my code is working fine for 30Mb files but for larger ones it is getting memory error. So I used bufferred reading the on file but now I am unable to get the desired output.
    XML File
Desired Output
Sony, Burger, Apple
Samsung, Pizza, HTC
Bravia, Pasta, BlackBerry  
When reading with buffer its giving me an output saying :-
Sony, Burger, Apple
Samsung,Piz
Bravia, Pasta, BlackBerry  
I tried with seek() but still I was unable to get the desired output. 
",121
15700109,15700565,2,"You're reading in 2048 byte at once, which put the reading cursor in the middle of a line. In the next read, the rest of that line is discard because it doesn't start with a tag.
Instead of rolling your own parser, consider using iterparse. An even faster version of iterparse is included with lxml
Here's an example
",67
15700109,15883599,2,"Thanks for your support and i have finally written my code and its working great here it is   
",18
